Airline,Journey_Date,Journey_Day,Journey_Month,Flight_Time_Slot,Source,Destination,Route,Airports_Visited,Route_Type,Departure_Time,Arrival_Time,Arrival_Day,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Extra_Baggage_Payment
Jet Airways,24-05-2019,Friday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,8:15,25-05-2019,12h 15m,1,In-flight meal included,8586,735,Yes
Air India,09-05-2019,Thursday,May,Morning,Kolkata,Banglore,CCU → JAI → BOM → BLR,4,Two Stops,8:20,7:55,10-05-2019,23h 35m,2,No info,10697,1415,Yes
Jet Airways,27-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → ATQ → BOM → COK,4,Two Stops,20:00,12:35,28-06-2019,16h 35m,2,No info,14300,995,Yes
IndiGo,03-03-2019,Sunday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,18:55,21:45,03-03-2019,2h 50m,0,No info,8855,170,Yes
Jet Airways,12-05-2019,Sunday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,18:15,12-05-2019,25h 45m,1,In-flight meal included,10844,1545,Yes
Jet Airways,06-03-2019,Wednesday,March,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,2:15,4:25,06-03-2019,26h 10m,1,In-flight meal included,17024,1570,Yes
Jet Airways,01-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,14:25,01-05-2019,28h 50m,1,In-flight meal included,9314,1730,Yes
IndiGo,24-03-2019,Sunday,March,Night,Banglore,New Delhi,BLR → DEL,2,Direct,0:40,3:25,24-03-2019,2h 45m,0,No info,4777,165,Yes
Air India,09-06-2019,Sunday,June,Afternoon,Kolkata,Banglore,CCU → BBI → BLR,3,One Stop,12:00,13:15,09-06-2019,25h 15m,1,No info,7662,1515,Yes
IndiGo,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,6:50,16:10,09-05-2019,9h 20m,1,No info,6442,560,Yes
SpiceJet,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → PNQ → COK,3,One Stop,8:45,13:15,12-06-2019,4h 30m,1,No info,5264,270,Yes
Jet Airways,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,4:25,28-05-2019,15h 25m,1,In-flight meal included,12898,925,Yes
Air India,03-03-2019,Sunday,March,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:55,15:25,03-03-2019,1h 30m,0,No info,6092,90,Yes
SpiceJet,21-05-2019,Tuesday,May,Night,Banglore,Delhi,BLR → DEL,2,Direct,5:55,8:35,21-05-2019,2h 40m,0,No info,3311,160,Yes
Jet Airways,27-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,28-03-2019,9h 10m,1,In-flight meal included,6540,550,Yes
IndiGo,27-05-2019,Monday,May,Night,Banglore,Delhi,BLR → DEL,2,Direct,1:30,4:15,27-05-2019,2h 45m,0,No info,3419,165,Yes
Jet Airways,03-04-2019,Wednesday,April,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,12:35,04-04-2019,22h 35m,1,In-flight meal included,5177,1355,Yes
Air India,18-04-2019,Thursday,April,Evening,Delhi,Cochin,DEL → COK,2,Direct,18:05,21:10,18-04-2019,3h 5m,0,No info,8246,185,Yes
Jet Airways,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,21:05,09-06-2019,11h 30m,1,No info,14676,690,Yes
Multiple carriers,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,21:00,27-06-2019,9h 30m,1,No info,13587,570,Yes
Jet Airways,06-05-2019,Monday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,9:20,07-05-2019,12h 10m,1,In-flight meal included,9663,730,Yes
Jet Airways,12-06-2019,Wednesday,June,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,10:05,13-06-2019,17h 35m,1,No info,13044,1055,Yes
IndiGo,03-04-2019,Wednesday,April,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:25,1:30,04-04-2019,5h 5m,1,No info,5073,305,Yes
Vistara,21-05-2019,Tuesday,May,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,18:50,21-05-2019,25h 50m,1,No info,9345,1550,Yes
Jet Airways,06-05-2019,Monday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,10:05,07-05-2019,20h,1,In-flight meal included,9663,1200,Yes
Multiple carriers,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,21:00,21-05-2019,13h,1,No info,14277,780,Yes
Jet Airways,01-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,4:25,02-06-2019,18h 25m,1,In-flight meal included,10262,1105,Yes
Jet Airways,27-03-2019,Wednesday,March,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:35,21:05,27-03-2019,1h 30m,0,No info,5678,90,Yes
Multiple carriers,15-05-2019,Wednesday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,1:30,16-05-2019,9h 30m,1,No info,13727,570,Yes
Jet Airways,06-05-2019,Monday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,12:00,07-05-2019,16h,1,In-flight meal included,9663,960,Yes
IndiGo,12-05-2019,Sunday,May,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,14:45,17:05,12-05-2019,2h 20m,0,No info,3858,140,Yes
SpiceJet,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → PNQ → COK,3,One Stop,8:45,13:15,24-06-2019,4h 30m,1,No info,4812,270,Yes
IndiGo,27-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → LKO → COK,3,One Stop,21:50,3:35,28-06-2019,5h 45m,1,No info,5775,345,Yes
Jet Airways,06-06-2019,Thursday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,9:45,06-06-2019,24h 10m,1,In-flight meal included,10539,1450,Yes
IndiGo,03-06-2019,Monday,June,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,15:30,18:05,03-06-2019,2h 35m,0,No info,4804,155,Yes
Air Asia,12-06-2019,Wednesday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,13:55,12-06-2019,2h 45m,0,No info,3383,165,Yes
IndiGo,03-03-2019,Sunday,March,Afternoon,Banglore,New Delhi,BLR → HYD → DEL,3,One Stop,12:10,17:05,03-03-2019,4h 55m,1,No info,8738,295,Yes
Air India,27-03-2019,Wednesday,March,Night,Delhi,Cochin,DEL → TRV → COK,3,One Stop,5:15,6:50,27-03-2019,25h 35m,1,No info,7165,1535,Yes
IndiGo,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → HYD → COK,3,One Stop,16:10,22:30,24-06-2019,6h 20m,1,No info,6412,380,Yes
Jet Airways,27-06-2019,Thursday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,18:55,22:00,27-06-2019,3h 5m,0,No info,8016,185,Yes
Jet Airways,12-03-2019,Tuesday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,20:35,15:15,13-03-2019,18h 40m,1,In-flight meal included,11087,1120,Yes
SpiceJet,27-06-2019,Thursday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,9:45,12:00,27-06-2019,2h 15m,0,No check-in baggage included,3543,135,Yes
Jet Airways,12-06-2019,Wednesday,June,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,4:40,13-06-2019,12h 10m,1,No info,12471,730,Yes
Jet Airways,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,4:25,25-06-2019,19h 25m,1,In-flight meal included,10262,1165,Yes
Air India,18-03-2019,Monday,March,Afternoon,Banglore,New Delhi,BLR → DEL,2,Direct,13:20,16:10,18-03-2019,2h 50m,0,No info,4441,170,Yes
Multiple carriers,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,15:30,27-03-2019,8h 25m,1,No info,12537,505,Yes
GoAir,24-03-2019,Sunday,March,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,22:25,7:40,25-03-2019,9h 15m,1,No info,10091,555,Yes
Air India,03-06-2019,Monday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:05,23:55,03-06-2019,2h 50m,0,No info,6961,170,Yes
IndiGo,24-04-2019,Wednesday,April,Night,Delhi,Cochin,DEL → COK,2,Direct,5:35,8:50,24-04-2019,3h 15m,0,No info,5013,195,Yes
Air India,18-05-2019,Saturday,May,Night,Delhi,Cochin,DEL → COK,2,Direct,5:10,8:00,18-05-2019,2h 50m,0,No info,6934,170,Yes
Multiple carriers,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:40,19:00,03-06-2019,12h 20m,1,No info,10877,740,Yes
Jet Airways,18-04-2019,Thursday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,15:15,18:10,18-04-2019,2h 55m,0,No info,7229,175,Yes
IndiGo,27-03-2019,Wednesday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,1:35,28-03-2019,9h 35m,1,No info,7048,575,Yes
Vistara,27-06-2019,Thursday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,27-06-2019,2h 35m,0,No info,4878,155,Yes
Jet Airways,21-05-2019,Tuesday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,23:35,21-05-2019,9h 30m,1,In-flight meal included,10844,570,Yes
Jet Airways,18-05-2019,Saturday,May,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,23:05,4:25,19-05-2019,29h 20m,2,No info,15129,1760,Yes
IndiGo,12-05-2019,Sunday,May,Night,Banglore,Delhi,BLR → DEL,2,Direct,0:30,3:25,12-05-2019,2h 55m,0,No info,3943,175,Yes
SpiceJet,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,6:05,11:20,06-06-2019,5h 15m,1,No info,5583,315,Yes
Multiple carriers,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:05,16:10,06-06-2019,9h 5m,1,No info,9646,545,Yes
Multiple carriers,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:15,03-06-2019,10h 45m,1,No info,7677,645,Yes
IndiGo,01-06-2019,Saturday,June,Night,Delhi,Cochin,DEL → BLR → COK,3,One Stop,5:10,10:05,01-06-2019,4h 55m,1,No info,6842,295,Yes
Jet Airways,24-06-2019,Monday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,8:45,10:15,24-06-2019,1h 30m,0,In-flight meal included,4995,90,Yes
Vistara,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:10,18:50,09-06-2019,11h 40m,1,No info,9555,700,Yes
IndiGo,01-06-2019,Saturday,June,Night,Banglore,Delhi,BLR → DEL,2,Direct,1:30,4:15,01-06-2019,2h 45m,0,No info,4077,165,Yes
Jet Airways,12-05-2019,Sunday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,15:15,18:10,12-05-2019,2h 55m,0,No info,7229,175,Yes
Multiple carriers,09-06-2019,Sunday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:00,09-06-2019,10h,1,No info,12192,600,Yes
Air India,12-04-2019,Friday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:00,12:45,12-04-2019,2h 45m,0,No info,5911,165,Yes
Air India,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:15,12-06-2019,10h 15m,1,No info,8372,615,Yes
Jet Airways,18-03-2019,Monday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,7:10,8:35,18-03-2019,1h 25m,0,In-flight meal included,4995,85,Yes
Multiple carriers,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,19:15,09-05-2019,9h 15m,1,No info,14323,555,Yes
Jet Airways,09-06-2019,Sunday,June,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,4:25,10-06-2019,22h 55m,2,No info,13014,1375,Yes
Air India,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → CCU → BOM → COK,4,Two Stops,14:25,19:15,06-06-2019,28h 50m,2,No info,13591,1730,Yes
Jet Airways,03-03-2019,Sunday,March,Night,Delhi,Cochin,DEL → IDR → BOM → COK,4,Two Stops,5:25,18:50,03-03-2019,37h 25m,2,No info,18799,2245,Yes
IndiGo,27-04-2019,Saturday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,23:30,2:20,28-04-2019,2h 50m,0,No info,3943,170,Yes
SpiceJet,21-05-2019,Tuesday,May,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,5:45,7:15,21-05-2019,1h 30m,0,No check-in baggage included,1965,90,Yes
Jet Airways,27-05-2019,Monday,May,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,27-05-2019,1h 30m,0,In-flight meal included,4995,90,Yes
Air India,24-03-2019,Sunday,March,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:50,18:30,24-03-2019,25h 40m,1,No info,14641,1540,Yes
Air India,12-04-2019,Friday,April,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,20:45,23:20,12-04-2019,2h 35m,0,No info,4460,155,Yes
Air India,18-05-2019,Saturday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,19:15,18-05-2019,6h 15m,1,No info,10191,375,Yes
Jet Airways,09-03-2019,Saturday,March,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,2:15,19:45,09-03-2019,17h 30m,1,In-flight meal included,13843,1050,Yes
IndiGo,01-05-2019,Wednesday,May,Evening,Delhi,Cochin,DEL → LKO → COK,3,One Stop,21:50,3:35,02-05-2019,5h 45m,1,No info,6349,345,Yes
Air Asia,01-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,10:20,12:55,01-05-2019,2h 35m,0,No info,4409,155,Yes
Jet Airways,06-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:15,19:45,06-03-2019,25h 30m,1,No info,17024,1530,Yes
Multiple carriers,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,21:00,18-05-2019,13h 55m,1,No info,13727,835,Yes
IndiGo,15-03-2019,Friday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,18:25,21:20,15-03-2019,2h 55m,0,No info,8855,175,Yes
Multiple carriers,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:45,19:00,24-06-2019,10h 15m,1,No info,12524,615,Yes
Jet Airways,18-03-2019,Monday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,11:40,20:20,18-03-2019,8h 40m,1,No info,13555,520,Yes
Jet Airways,06-06-2019,Thursday,June,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,12:00,06-06-2019,5h 30m,1,In-flight meal included,10844,330,Yes
Multiple carriers,09-06-2019,Sunday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,21:00,09-06-2019,12h,1,No info,13587,720,Yes
SpiceJet,12-06-2019,Wednesday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,9:45,12:00,12-06-2019,2h 15m,0,No check-in baggage included,3543,135,Yes
Vistara,18-03-2019,Monday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,7:05,9:20,18-03-2019,2h 15m,0,No info,4842,135,Yes
IndiGo,24-04-2019,Wednesday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,23:30,2:20,25-04-2019,2h 50m,0,No info,3943,170,Yes
Jet Airways,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,10-06-2019,9h 10m,1,In-flight meal not included,10577,550,Yes
IndiGo,15-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:35,21:00,15-05-2019,10h 25m,1,No info,6979,625,Yes
Vistara,27-06-2019,Thursday,June,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,17:45,20:05,27-06-2019,2h 20m,0,No info,11982,140,Yes
SpiceJet,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → PNQ → COK,3,One Stop,8:45,13:15,06-06-2019,4h 30m,1,No info,5264,270,Yes
Vistara,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → COK,2,Direct,6:00,9:10,03-03-2019,3h 10m,0,No info,8001,190,Yes
Air India,01-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:45,19:15,02-06-2019,23h 30m,2,No info,10651,1410,Yes
Jet Airways,24-05-2019,Friday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,19:50,24-05-2019,27h 20m,1,In-flight meal not included,10844,1640,Yes
Multiple carriers,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,9:45,22:20,27-03-2019,12h 35m,1,No info,6601,755,Yes
Air India,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:00,19:15,21-03-2019,24h 15m,1,No info,6587,1455,Yes
SpiceJet,21-03-2019,Thursday,March,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:10,14:30,21-03-2019,1h 20m,0,No info,3173,80,Yes
Air India,09-05-2019,Thursday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:00,12:45,09-05-2019,2h 45m,0,No info,5228,165,Yes
Jet Airways,21-06-2019,Friday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:10,10:10,21-06-2019,3h,0,In-flight meal not included,5769,180,Yes
Jet Airways,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,19:00,06-06-2019,11h,1,No info,14714,660,Yes
Jet Airways,03-06-2019,Monday,June,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,19:00,03-06-2019,13h 30m,2,No info,13014,810,Yes
IndiGo,03-06-2019,Monday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,22:10,1:00,04-06-2019,2h 50m,0,No info,3359,170,Yes
GoAir,03-03-2019,Sunday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,20:55,23:50,03-03-2019,2h 55m,0,No info,6722,175,Yes
IndiGo,18-03-2019,Monday,March,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:35,12:20,18-03-2019,2h 45m,0,No info,4462,165,Yes
IndiGo,09-03-2019,Saturday,March,Night,Delhi,Cochin,DEL → HYD → COK,3,One Stop,4:55,16:10,09-03-2019,11h 15m,1,No info,6171,675,Yes
Air India,21-05-2019,Tuesday,May,Night,Kolkata,Banglore,CCU → IXR → DEL → BLR,4,Two Stops,5:50,20:25,21-05-2019,14h 35m,2,No info,12303,875,Yes
Multiple carriers,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:40,1:35,22-03-2019,13h 55m,1,No info,7695,835,Yes
IndiGo,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:25,1:30,25-06-2019,14h 5m,1,No info,5684,845,Yes
Air India,12-06-2019,Wednesday,June,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:50,7:55,13-06-2019,15h 5m,1,No info,8366,905,Yes
Air India,01-03-2019,Friday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:40,13:55,01-03-2019,2h 15m,0,No info,19630,135,Yes
Jet Airways,06-03-2019,Wednesday,March,Afternoon,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,14:05,5:05,07-03-2019,15h,1,In-flight meal not included,13502,900,Yes
Jet Airways,01-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,10:05,02-05-2019,12h 55m,1,No info,14781,775,Yes
Multiple carriers,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:10,16:10,12-06-2019,9h,1,No info,6513,540,Yes
Air India,01-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:00,19:15,01-06-2019,12h 15m,1,No info,9929,735,Yes
Multiple carriers,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → IXU → BOM → COK,4,Two Stops,17:50,1:30,07-06-2019,7h 40m,2,No info,18275,460,Yes
Air India,09-04-2019,Tuesday,April,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,6:05,9:25,09-04-2019,27h 20m,1,No info,4487,1640,Yes
IndiGo,15-03-2019,Friday,March,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,21:20,22:45,15-03-2019,1h 25m,0,No info,2754,85,Yes
Air India,27-03-2019,Wednesday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,6:20,7:40,27-03-2019,1h 20m,0,No info,2575,80,Yes
SpiceJet,12-06-2019,Wednesday,June,Afternoon,Kolkata,Banglore,CCU → IXB → BLR,3,One Stop,15:55,21:25,12-06-2019,5h 30m,1,No info,8224,330,Yes
Air India,09-03-2019,Saturday,March,Evening,Delhi,Cochin,DEL → BLR → COK,3,One Stop,20:30,8:15,10-03-2019,11h 45m,1,No info,8991,705,Yes
IndiGo,24-06-2019,Monday,June,Night,Delhi,Cochin,DEL → COK,2,Direct,5:35,8:50,24-06-2019,3h 15m,0,No info,5000,195,Yes
Jet Airways,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,19:50,12-06-2019,24h 55m,1,In-flight meal not included,8529,1495,Yes
Air India,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,6:05,9:25,03-03-2019,27h 20m,1,No info,14042,1640,No
Jet Airways,24-05-2019,Friday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,14:05,24-05-2019,2h 55m,0,In-flight meal not included,4030,175,No
Jet Airways,06-06-2019,Thursday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,12:00,07-06-2019,17h 5m,1,In-flight meal not included,10844,1025,No
IndiGo,06-05-2019,Monday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,21:25,0:05,07-05-2019,2h 40m,0,No info,4804,160,No
Multiple carriers,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:30,1:30,28-05-2019,8h,1,In-flight meal not included,7308,480,Yes
IndiGo,12-05-2019,Sunday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,16:55,19:55,12-05-2019,3h,0,No info,4823,180,Yes
Jet Airways,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,12:35,24-06-2019,27h 35m,1,In-flight meal not included,10262,1655,Yes
Jet Airways,27-05-2019,Monday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,4:25,28-05-2019,7h 30m,1,In-flight meal not included,12898,450,Yes
Air India,12-03-2019,Tuesday,March,Afternoon,Banglore,New Delhi,BLR → BOM → JDH → DEL,4,Two Stops,17:25,16:20,13-03-2019,22h 55m,2,No info,12778,1375,Yes
IndiGo,03-03-2019,Sunday,March,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,4:45,13:20,03-03-2019,8h 35m,1,No info,14871,515,Yes
Air India,21-03-2019,Thursday,March,Afternoon,Delhi,Cochin,DEL → UDR → BOM → COK,4,Two Stops,13:20,19:15,21-03-2019,29h 55m,2,No info,8708,1795,Yes
Jet Airways,06-06-2019,Thursday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,18:15,07-06-2019,22h 15m,1,In-flight meal not included,10844,1335,No
SpiceJet,06-03-2019,Wednesday,March,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,5:45,7:05,06-03-2019,1h 20m,0,No info,4129,80,No
IndiGo,18-05-2019,Saturday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,21:25,0:05,19-05-2019,2h 40m,0,No info,4804,160,No
Jet Airways,06-05-2019,Monday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,8:20,11:20,06-05-2019,3h,0,No info,7229,180,No
Jet Airways,21-03-2019,Thursday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,7:00,19:10,21-03-2019,12h 10m,1,In-flight meal not included,7832,730,No
SpiceJet,18-03-2019,Monday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,9:30,12:05,18-03-2019,2h 35m,0,No info,3859,155,No
Multiple carriers,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,19:15,06-06-2019,11h 45m,1,No info,9001,705,No
Vistara,09-05-2019,Thursday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,09-05-2019,2h 35m,0,No info,4878,155,No
IndiGo,03-05-2019,Friday,May,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,2:35,4:05,03-05-2019,1h 30m,0,No info,2754,90,No
Vistara,27-06-2019,Thursday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:00,9:40,27-06-2019,2h 40m,0,No info,4668,160,No
Air Asia,12-05-2019,Sunday,May,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,10:20,12:55,12-05-2019,2h 35m,0,No info,5216,155,No
Jet Airways,06-06-2019,Thursday,June,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,4:25,07-06-2019,22h 55m,2,In-flight meal not included,10368,1375,No
IndiGo,09-03-2019,Saturday,March,Morning,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,6:40,21:20,09-03-2019,14h 40m,2,No info,8146,880,No
Jet Airways,27-03-2019,Wednesday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,4:25,28-03-2019,15h 25m,1,No info,12242,925,Yes
Jet Airways,15-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,8:00,15:15,15-03-2019,7h 15m,1,In-flight meal not included,9134,435,Yes
Air India,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,13:15,9:25,07-06-2019,20h 10m,2,No info,10939,1210,Yes
Air India,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → GOI → BOM → COK,4,Two Stops,10:55,7:40,07-06-2019,20h 45m,2,No info,11753,1245,No
